incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD24127663,11/1/2024 1:41:00 AM,10/31/2024 11:40:00 PM,8630,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,8TH DIVISION,811,RESIDENCE/HOME,11100 BLOCK OAK BEND CT,LOUISVILLE,40241,11980
LMPD24127675,11/1/2024 1:30:00 AM,11/1/2024 1:30:00 AM,5563,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,6TH DIVISION,613,RESIDENCE/HOME,1900 BLOCK GOLDSMITH LN,LOUISVILLE,40218,11981
LMPD24127666,11/1/2024 1:26:00 AM,11/1/2024 1:26:00 AM,5384,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,2ND DIVISION,211,RESIDENCE/HOME,200 BLOCK N 37TH ST,LOUISVILLE,40212,11982
LMPD24903202,11/1/2024 1:23:00 AM,11/1/2024 1:23:00 AM,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,331,DEPARTMENT/DISCOUNT STORE,6600 BLOCK DIXIE HWY,LOUISVILLE,40258,11983
LMPD24127669,11/1/2024 1:16:00 AM,11/1/2024 1:00:00 AM,5590,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,3RD DIVISION,322,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7700 BLOCK BROOKVIEW DR,LOUISVILLE,40214,11984
LMPD24127664,11/1/2024 1:15:00 AM,11/1/2024 1:15:00 AM,5582,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,6TH DIVISION,613,OTHER RESIDENCE (APARTMENT/CONDO),3400 BLOCK NEWBURG RD,LOUISVILLE,40218,11985
LMPD24127850,11/1/2024 1:00:00 AM,11/1/2024 1:00:00 AM,5224,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,3RD DIVISION,334,NON-ATTACHED RESD GARAGE/SHED/BULD,7900 BLOCK 3RD STREET RD,LOUISVILLE,40214,11986
LMPD24125908,11/1/2024 1:00:00 AM,11/1/2024 1:00:00 AM,5590,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,YES,3RD DIVISION,331,RESIDENCE/HOME,2700 BLOCK ROCKFORD LN,LOUISVILLE,40216,11987
LMPD24127654,11/1/2024 12:45:00 AM,10/25/2024 12:00:00 PM,5632,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,4TH DIVISION,436,RESIDENCE/HOME,100 BLOCK E WELLINGTON AVE,LOUISVILLE,40214,11988
LMPD24127649,11/1/2024 12:45:00 AM,11/1/2024 12:45:00 AM,5526,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,236,OTHER RESIDENCE (APARTMENT/CONDO),3200 BLOCK MELODY ACRES LN,LOUISVILLE,40216,11989
LMPD24128323,11/1/2024 12:30:00 AM,11/1/2024 12:30:00 AM,8617,14 AUTO THEFT,TBUT OR DISP AUTO 514.030 24110 240,240,A,NO,8TH DIVISION,823,OTHER RESIDENCE (APARTMENT/CONDO),13300 BLOCK VENDETTA WAY,LOUISVILLE,40245,11990
LMPD24127647,11/1/2024 12:30:00 AM,11/1/2024 12:30:00 AM,5575,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,211,RESIDENCE/HOME,500 BLOCK AMY AVE,LOUISVILLE,40211,11991
LMPD24127648,11/1/2024 12:19:00 AM,11/1/2024 12:19:00 AM,5579,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,2ND DIVISION,234,CONVENIENCE STORE,2400 BLOCK DIXIE HWY,LOUISVILLE,40216,11992
LMPD24127641,11/1/2024 12:13:00 AM,11/1/2024 12:13:00 AM,5310,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,6TH DIVISION,624,GOVERNMENT/ PUBLIC BUILDING,5600 BLOCK SHEPHERDSVILLE RD,LOUISVILLE,40228,11993
LMPD24127641,11/1/2024 12:13:00 AM,11/1/2024 12:13:00 AM,5310,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,NO,6TH DIVISION,624,GOVERNMENT/ PUBLIC BUILDING,5600 BLOCK SHEPHERDSVILLE RD,LOUISVILLE,40228,11994
LMPD24127673,11/1/2024 12:09:00 AM,11/1/2024 12:09:00 AM,5513,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,6TH DIVISION,624,RESIDENCE/HOME,4300 BLOCK BELRAD DR,LOUISVILLE,40218,11995
LMPD24128310,11/1/2024 12:00:00 AM,11/8/2024 7:36:00 PM,5131,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $1,000 < $10,000 514.110(3)(b) 28012 280",280,A,YES,4TH DIVISION,412,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,W BLOOM ST,LOUISVILLE,40208,11996
LMPD24128310,11/1/2024 12:00:00 AM,11/1/2024 12:00:00 AM,5131,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3400 BLOCK GLENDALE AVE,LOUISVILLE,40215,11997
LMPD24127637,10/31/2024 11:53:00 PM,10/31/2024 11:53:00 PM,5523,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,YES,2ND DIVISION,225,OTHER RESIDENCE (APARTMENT/CONDO),1700 BLOCK HARROD CT,LOUISVILLE,40210,11998
LMPD24127650,10/31/2024 11:51:00 PM,10/31/2024 11:51:00 PM,5476,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,3RD DIVISION,323,RESIDENCE/HOME,400 BLOCK NORTHGATE RD,LOUISVILLE,40118,11999
LMPD24127638,10/31/2024 11:30:00 PM,10/31/2024 11:30:00 PM,5371,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,1ST DIVISION,112,RESIDENCE/HOME,400 BLOCK S 26TH ST,LOUISVILLE,40212,12000
LMPD24127983,10/29/2024 5:50:00 AM,10/29/2024 5:50:00 AM,5322,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,6TH DIVISION,625,HOTEL/ MOTEL/ ETC.,3300 BLOCK BARDSTOWN RD,LOUISVILLE,40218,12001
LMPD24126343,10/29/2024 5:40:00 AM,10/29/2024 4:00:00 AM,8643,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,2ND DIVISION,234,OTHER RESIDENCE (APARTMENT/CONDO),1600 BLOCK S 30TH ST,LOUISVILLE,40211,12002
LMPD24126343,10/29/2024 5:40:00 AM,10/29/2024 4:00:00 AM,8643,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,YES,2ND DIVISION,234,OTHER RESIDENCE (APARTMENT/CONDO),1600 BLOCK S 30TH ST,LOUISVILLE,40211,12003
LMPD24126622,10/29/2024 7:11:00 PM,10/26/2024 7:00:00 PM,8646,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,3RD DIVISION,315,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,7000 BLOCK IREWICK WAY,LOUISVILLE,40272,12004
LMPD24126348,10/29/2024 5:32:00 AM,10/29/2024 5:32:00 AM,5378,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,4TH DIVISION,435,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK CLOVER TRACE PL,LOUISVILLE,40216,12005
LMPD24126227,10/28/2024 9:38:00 PM,10/28/2024 9:38:00 PM,5186,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK S 3RD ST,LOUISVILLE,40208,12006
LMPD24126348,10/29/2024 5:32:00 AM,10/29/2024 5:32:00 AM,5378,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,NO,4TH DIVISION,435,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK CLOVER TRACE PL,LOUISVILLE,40216,12007
LMPD24126348,10/29/2024 5:32:00 AM,10/29/2024 5:32:00 AM,5378,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE (DOMESTIC VIOLENCE RELATED) 508.170 13224 13A,13A,A,YES,4TH DIVISION,435,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK CLOVER TRACE PL,LOUISVILLE,40216,12008
LMPD24126879,10/29/2024 7:00:00 PM,10/29/2024 7:00:00 PM,5549,13 BURGLARY,BURGLARY - 1ST DEGREE 511.020 22060 220,220,A,YES,8TH DIVISION,811,OTHER RESIDENCE (APARTMENT/CONDO),11500 BLOCK MAPLE BROOK DR,LOUISVILLE,40241,12009
LMPD24126348,10/29/2024 5:32:00 AM,10/29/2024 5:32:00 AM,5378,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,999,B,NO,4TH DIVISION,435,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK CLOVER TRACE PL,LOUISVILLE,40216,12010
LMPD24129075,10/28/2024 9:30:00 PM,10/28/2024 9:30:00 PM,5115,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,7TH DIVISION,735,RENTAL STORAGE FACILITY,6500 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,12011
LMPD24126829,10/30/2024 4:48:00 AM,10/30/2024 4:48:00 AM,5319,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,2ND DIVISION,236,PARK/ PLAYGROUND,3800 BLOCK LEES LN,LOUISVILLE,40216,12012
LMPD24903173,10/29/2024 6:55:00 PM,10/29/2024 6:55:00 PM,8185,99 NON-REPORTABLE,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC189.580(1)(a) 00569 999,999,B,YES,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40203,12013
LMPD24903178,10/29/2024 4:55:00 AM,10/29/2024 4:55:00 AM,8185,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,YES,4TH DIVISION,412,CYBERSPACE,1500 BLOCK TEXAS AVE,LOUISVILLE,40217,12014
LMPD24129075,10/28/2024 9:30:00 PM,10/28/2024 9:30:00 PM,5115,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,7TH DIVISION,735,RENTAL STORAGE FACILITY,6500 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,12015
LMPD24126825,10/30/2024 4:31:00 AM,10/30/2024 4:31:00 AM,5500,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,211,RESIDENCE/HOME,200 BLOCK S 41ST ST,LOUISVILLE,40212,12016
LMPD24126620,10/29/2024 6:50:00 PM,10/29/2024 6:50:00 PM,8584,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,4TH DIVISION,436,SERVICE/GAS STATION,4700 BLOCK S 3RD ST,LOUISVILLE,40214,12017
LMPD24126333,10/29/2024 4:46:00 AM,10/29/2024 4:46:00 AM,5547,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,5TH DIVISION,512,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,MORTON AVE / BAXTER AVE,LOUISVILLE,40204,12018
LMPD24126225,10/28/2024 9:28:00 PM,10/28/2024 9:28:00 PM,2122,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,YES,3RD DIVISION,323,RESIDENCE/HOME,11000 BLOCK BEARCAMP RD,LOUISVILLE,40272,12019
LMPD24126817,10/30/2024 4:06:00 AM,10/30/2024 4:06:00 AM,7154,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,2ND DIVISION,234,RESIDENCE/HOME,1600 BLOCK DIXDALE AVE,LOUISVILLE,40210,12020
LMPD24126606,10/29/2024 6:41:00 PM,10/29/2024 12:30:00 PM,8620,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,1ST DIVISION,123,PARKING/ DROP LOT/ GARAGE,700 BLOCK W BROADWAY,LOUISVILLE,40202,12021
LMPD24126327,10/29/2024 4:02:00 AM,10/29/2024 4:02:00 AM,7388,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,999,B,NO,3RD DIVISION,315,OTHER RESIDENCE (APARTMENT/CONDO),5500 BLOCK EIGHT BELLS LN,LOUISVILLE,40258,12022
LMPD24126204,10/28/2024 9:27:00 PM,10/2/2024 4:00:00 AM,8544,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO),2800 BLOCK DE MEL AVE,LOUISVILLE,40214,12023
LMPD24126228,10/28/2024 9:18:00 PM,10/28/2024 9:18:00 PM,5224,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,3RD DIVISION,331,RESIDENCE/HOME,5700 BLOCK BRUNS DR,LOUISVILLE,40216,12024
LMPD24126196,10/28/2024 9:12:00 PM,9/23/2024 4:00:00 AM,8630,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,7TH DIVISION,735,OTHER RESIDENCE (APARTMENT/CONDO),1200 BLOCK HUNTINGTON LN,LOUISVILLE,40219,12025
LMPD24903165,10/28/2024 9:05:00 PM,10/28/2024 9:05:00 PM,8185,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $1,000 < $10,000 514.030 24232 23C",23C,A,YES,7TH DIVISION,735,SPECIALTY STORE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,12026
LMPD24126195,10/28/2024 9:04:00 PM,9/10/2024 11:00:00 PM,5388,23 THEFT OTHER,THEFT OF PROP MISLAID OR DELIVER BY IMISTAKE 514.050(1) 23472 23H,23H,A,YES,1ST DIVISION,112,DEPARTMENT/DISCOUNT STORE,2700 BLOCK W BROADWAY,LOUISVILLE,40211,12027
LMPD24126188,10/28/2024 8:59:00 PM,10/28/2024 7:30:00 PM,8646,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,5TH DIVISION,513,PARKING/ DROP LOT/ GARAGE,2100 BLOCK NEWBURG RD,LOUISVILLE,40205,12028
LMPD24126197,10/28/2024 8:50:00 PM,10/28/2024 8:50:00 PM,5532,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,7TH DIVISION,724,OTHER RESIDENCE (APARTMENT/CONDO),100 BLOCK WOODBROOK CT,LOUISVILLE,40229,12029
LMPD24126189,10/28/2024 8:45:00 PM,10/2/2024 7:00:00 PM,5388,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2700 BLOCK W MARKET ST,LOUISVILLE,40212,12030
LMPD24126189,10/28/2024 8:45:00 PM,10/2/2024 7:00:00 PM,5388,23 THEFT OTHER,"TBUT OR DISP CONTROLLED SUB < $10,000 514.030 23913 23H",23H,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2700 BLOCK W MARKET ST,LOUISVILLE,40212,12031
LMPD24126202,10/28/2024 8:39:00 PM,10/28/2024 8:39:00 PM,5237,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S JACKSON ST,LOUISVILLE,40203,12032
LMPD24126202,10/28/2024 8:39:00 PM,10/28/2024 8:39:00 PM,5237,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S JACKSON ST,LOUISVILLE,40203,12033
LMPD24126202,10/28/2024 8:39:00 PM,10/28/2024 8:39:00 PM,5237,46 WPNS LAW VIOLATION,CARRYING A CONCEALED DEADLY WEAPON 527.020 01501 520,520,A,YES,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S JACKSON ST,LOUISVILLE,40203,12034
LMPD24126202,10/28/2024 8:39:00 PM,10/28/2024 8:39:00 PM,5237,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S JACKSON ST,LOUISVILLE,40203,12035
LMPD24126208,10/28/2024 8:35:00 PM,10/21/2024 4:00:00 AM,7205,4 FORCIBLE RAPE,RAPE - 1ST DEGREE 510.040 10990 11A,11A,A,YES,3RD DIVISION,334,RESIDENCE/HOME,10700 BLOCK EMMA JEAN WAY,LOUISVILLE,40272,12036
LMPD24126174,10/28/2024 8:34:00 PM,10/28/2024 8:34:00 PM,8617,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $1,000 < $10,000 514.030 24142 23F",23F,A,YES,3RD DIVISION,334,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,4900 BLOCK LIBBY LN,LOUISVILLE,40272,12037
LMPD24126173,10/28/2024 8:33:00 PM,10/10/2024 7:00:00 PM,8620,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2700 BLOCK W MARKET ST,LOUISVILLE,40212,12038
LMPD24126171,10/28/2024 8:24:00 PM,10/26/2024 4:00:00 AM,8585,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,4TH DIVISION,412,PARKING/ DROP LOT/ GARAGE,1600 BLOCK S 3RD ST,LOUISVILLE,40208,12039
LMPD24126193,10/28/2024 8:23:00 PM,10/28/2024 6:45:00 PM,5020,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,5TH DIVISION,513,PARKING/ DROP LOT/ GARAGE,2000 BLOCK NEWBURG RD,LOUISVILLE,40205,12040
LMPD24126193,10/28/2024 8:23:00 PM,10/28/2024 6:45:00 PM,5020,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,5TH DIVISION,513,PARKING/ DROP LOT/ GARAGE,2000 BLOCK NEWBURG RD,LOUISVILLE,40205,12041
LMPD24126194,10/28/2024 8:23:00 PM,10/28/2024 8:23:00 PM,5623,11 SIMPLE ASSAULT,"ASSAULT, 4TH DEGREE DATING VIOLENCE (NO VISIBLE INJURY) 508.030 00786 13B",999,B,NO,1ST DIVISION,123,RESIDENCE/HOME,900 BLOCK PLACE JAUNE,LOUISVILLE,40203,12042
LMPD24126194,10/28/2024 8:23:00 PM,10/28/2024 8:23:00 PM,5623,9 AGGRAVATED ASSAULT,STRANGULATION 2ND DEGREE (DOMESTIC VIOLENCE RELATED) 508.175 13229 13A,13A,A,YES,1ST DIVISION,123,RESIDENCE/HOME,900 BLOCK PLACE JAUNE,LOUISVILLE,40203,12043
LMPD24126163,10/28/2024 8:09:00 PM,10/8/2024 4:00:00 PM,8454,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $10,000 < $1,000,000 514.030 24163 23D",23D,A,YES,1ST DIVISION,135,DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,200 BLOCK E CHESTNUT ST,LOUISVILLE,40202,12044
LMPD24126345,10/28/2024 8:00:00 PM,10/28/2024 8:00:00 PM,5508,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,2ND DIVISION,225,COMMERCIAL/OFFICE BUILDING,1400 BLOCK S 15TH ST,LOUISVILLE,40210,12045
LMPD24126167,10/28/2024 7:44:00 PM,10/28/2024 7:44:00 PM,5499,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK BEECH ST,LOUISVILLE,40211,12046
LMPD24903191,10/28/2024 7:27:00 PM,10/28/2024 7:27:00 PM,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,331,DEPARTMENT/DISCOUNT STORE,6600 BLOCK DIXIE HWY,LOUISVILLE,40258,12047
LMPD24126148,10/28/2024 7:23:00 PM,10/28/2024 7:23:00 PM,5448,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,1ST DIVISION,111,OTHER RESIDENCE (APARTMENT/CONDO),2500 BLOCK MONTGOMERY ST,LOUISVILLE,40212,12048
LMPD24126156,10/28/2024 7:20:00 PM,10/28/2024 7:20:00 PM,5622,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,1ST DIVISION,123,PARKING/ DROP LOT/ GARAGE,ARMORY PL / W MUHAMMAD ALI BLVD,LOUISVILLE,40202,12049
LMPD24126156,10/28/2024 7:20:00 PM,10/28/2024 4:00:00 PM,5622,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,1ST DIVISION,123,PARKING/ DROP LOT/ GARAGE,ARMORY PL / W MUHAMMAD ALI BLVD,LOUISVILLE,40202,12050
LMPD24126156,10/28/2024 7:20:00 PM,10/28/2024 7:20:00 PM,5622,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,1ST DIVISION,123,PARKING/ DROP LOT/ GARAGE,ARMORY PL / W MUHAMMAD ALI BLVD,LOUISVILLE,40202,12051
