incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD24063094,5/31/2024 4:00:00 PM,5/31/2024 4:00:00 PM,8584,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,8TH DIVISION,824,RESIDENCE/HOME,10800 BLOCK TATTENHAM LN,DOUGLASS HILLS,40243,43097
LMPD24062828,6/1/2024 1:44:00 AM,6/1/2024 1:44:00 AM,5460,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,NO,3RD DIVISION,331,RESIDENCE/HOME,6700 BLOCK MARIAN DR,LOUISVILLE,40216,43098
LMPD24062316,5/30/2024 10:23:00 PM,5/30/2024 1:30:00 AM,5135,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,1ST DIVISION,123,ABANDONED/CONDEMNED STRUCTURE,200 BLOCK W CHESTNUT ST,LOUISVILLE,40202,43099
LMPD24062551,5/31/2024 4:00:00 AM,5/31/2024 7:20:00 AM,5121,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,3RD DIVISION,323,RESIDENCE/HOME,7400 BLOCK INDEPENDENCE CV,LOUISVILLE,40214,43100
LMPD24062781,5/31/2024 8:54:00 PM,5/31/2024 8:54:00 PM,5040,56 ALL OTHER OFFENSES,RECOVERY OF STOLEN PROPERTY ***.*** 03016 90Z,90Z,B,NO,7TH DIVISION,723,GOVERNMENT/ PUBLIC BUILDING,7200 BLOCK OUTER LOOP,LOUISVILLE,40228,43101
LMPD24062824,6/1/2024 1:34:00 AM,6/1/2024 1:34:00 AM,5518,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,YES,1ST DIVISION,123,RESIDENCE/HOME,400 BLOCK S 12TH ST,LOUISVILLE,40203,43102
LMPD24062315,5/30/2024 10:23:00 PM,5/30/2024 10:23:00 PM,7482,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,5TH DIVISION,514,OTHER RESIDENCE (APARTMENT/CONDO),1800 BLOCK GARDINER LN,LOUISVILLE,40205,43103
LMPD24062816,5/31/2024 4:00:00 PM,5/31/2024 4:00:00 PM,8584,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,YES,1ST DIVISION,135,DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,200 BLOCK ABRAHAM FLEXNER WAY,LOUISVILLE,40202,43104
LMPD24062354,5/30/2024 10:20:00 PM,5/30/2024 10:20:00 PM,5591,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,436,OTHER RESIDENCE (APARTMENT/CONDO),100 BLOCK HARTWELL CT,LOUISVILLE,40214,43105
LMPD24067563,5/31/2024 4:00:00 AM,5/31/2024 4:00:00 AM,5422,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,2ND DIVISION,211,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE,3200 BLOCK VERMONT AVE,LOUISVILLE,40211,43106
LMPD24062718,5/31/2024 8:54:00 PM,5/31/2024 8:55:00 PM,7360,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3600 BLOCK GEORGETOWN CIR,LOUISVILLE,40215,43107
LMPD24062812,6/1/2024 1:22:00 AM,5/31/2024 7:00:00 PM,8454,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,YES,2ND DIVISION,211,RESIDENCE/HOME,200 BLOCK CECIL AVE,LOUISVILLE,40212,43108
LMPD24062334,5/30/2024 10:05:00 PM,5/30/2024 10:05:00 PM,5452,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,6TH DIVISION,612,OTHER RESIDENCE (APARTMENT/CONDO),5600 BLOCK INDIAN OAKS CIR,LOUISVILLE,40219,43109
LMPD24062410,5/31/2024 3:56:00 AM,5/31/2024 3:56:00 AM,5525,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,7TH DIVISION,736,OTHER RESIDENCE (APARTMENT/CONDO),3700 BLOCK FALCON CREST DR,LOUISVILLE,40219,43110
LMPD24062706,5/31/2024 8:49:00 PM,5/31/2024 4:00:00 AM,7283,4 FORCIBLE RAPE,RAPE - 1ST DEGREE 510.040 10990 11A,11A,A,YES,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),700 BLOCK EASTERN PKY,LOUISVILLE,40217,43111
LMPD24062822,6/1/2024 1:16:00 AM,6/1/2024 1:16:00 AM,5401,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,1500 BLOCK LARCHMONT AVE,LOUISVILLE,40215,43112
LMPD24085636,5/31/2024 4:00:00 PM,5/31/2024 4:00:00 PM,8617,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY 516.050 25061 250,250,A,YES,4TH DIVISION,412,RESIDENCE/HOME,1300 BLOCK RAMMERS AVE,LOUISVILLE,40204,43113
LMPD24062366,5/30/2024 10:00:00 PM,5/30/2024 10:00:00 PM,5324,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,3600 BLOCK KAHLERT AVE,LOUISVILLE,40215,43114
LMPD24062405,5/31/2024 3:20:00 AM,5/31/2024 3:25:00 AM,5504,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,DEPARTMENT/DISCOUNT STORE,10400 BLOCK DIXIE HWY,LOUISVILLE,40272,43115
LMPD24062722,5/31/2024 8:48:00 PM,5/31/2024 3:00:00 AM,5583,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,4TH DIVISION,423,RESIDENCE/HOME,2700 BLOCK MONTANA AVE,LOUISVILLE,40208,43116
LMPD24062818,6/1/2024 1:06:00 AM,6/1/2024 1:06:00 AM,5302,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3500 BLOCK GEORGETOWN CIR,LOUISVILLE,40215,43117
LMPD24064766,5/31/2024 4:00:00 PM,5/31/2024 4:00:00 PM,8584,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3100 BLOCK MONTANA AVE,LOUISVILLE,40208,43118
LMPD24062728,5/30/2024 10:00:00 PM,5/30/2024 10:00:00 PM,8402,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,5TH DIVISION,521,RESIDENCE/HOME,600 BLOCK N HITE AVE,LOUISVILLE,40206,43119
LMPD24062398,5/31/2024 3:17:00 AM,5/31/2024 3:17:00 AM,5604,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,NO,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),700 BLOCK THEODORE BURNETT CT,LOUISVILLE,40217,43120
LMPD24062707,5/31/2024 8:41:00 PM,5/31/2024 8:41:00 PM,5580,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,8TH DIVISION,812,OTHER RESIDENCE (APARTMENT/CONDO),9100 BLOCK CROWNE SPRINGS CIR,LOUISVILLE,40241,43121
LMPD24072682,5/31/2024 4:00:00 PM,5/31/2024 4:00:00 PM,8624,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000 < $1,000,000 514.030 24098 23H",23H,A,YES,8TH DIVISION,811,PARKING/ DROP LOT/ GARAGE,3000 BLOCK CHAMBERLAIN LN,LOUISVILLE,40241,43122
LMPD24062807,6/1/2024 12:53:00 AM,6/1/2024 12:53:00 AM,5342,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN 218A.1415 42205 35A,35A,A,YES,7TH DIVISION,724,PARKING/ DROP LOT/ GARAGE,9200 BLOCK SMYRNA PKY,LOUISVILLE,40229,43123
LMPD24062319,5/30/2024 9:58:00 PM,5/30/2024 9:58:00 PM,8515,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,735,SHOPPING MALL,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,43124
LMPD24062398,5/31/2024 3:17:00 AM,5/31/2024 3:17:00 AM,5604,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,YES,4TH DIVISION,412,OTHER RESIDENCE (APARTMENT/CONDO),700 BLOCK THEODORE BURNETT CT,LOUISVILLE,40217,43125
LMPD24062720,5/31/2024 8:33:00 PM,5/31/2024 7:00:00 PM,7989,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,7TH DIVISION,724,PARK/ PLAYGROUND,6900 BLOCK COOPER CHAPEL RD,LOUISVILLE,40229,43126
LMPD24062590,5/31/2024 3:55:00 PM,5/31/2024 2:00:00 PM,5468,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,YES,1ST DIVISION,123,RESIDENCE/HOME,400 BLOCK S 8TH ST,LOUISVILLE,40203,43127
LMPD24062807,6/1/2024 12:53:00 AM,6/1/2024 12:53:00 AM,5342,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,7TH DIVISION,724,PARKING/ DROP LOT/ GARAGE,9200 BLOCK SMYRNA PKY,LOUISVILLE,40229,43128
LMPD24062306,5/30/2024 9:56:00 PM,5/30/2024 9:56:00 PM,5347,12 INTIMIDATION,HARASSMENT (NO PHYSICAL CONTACT) 525.070 02405 13C,13C,A,YES,6TH DIVISION,624,PARKING/ DROP LOT/ GARAGE,4300 BLOCK NORFOLK DR,LOUISVILLE,40218,43129
LMPD24062531,5/31/2024 3:00:00 AM,5/31/2024 3:00:00 AM,5121,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,2ND DIVISION,234,RESIDENCE/HOME,3000 BLOCK LINWOOD AVE,LOUISVILLE,40210,43130
LMPD24062705,5/31/2024 8:24:00 PM,5/31/2024 8:24:00 PM,5131,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,4TH DIVISION,423,RESIDENCE/HOME,3700 BLOCK W WHEATMORE DR,LOUISVILLE,40215,43131
LMPD24062807,6/1/2024 12:53:00 AM,6/1/2024 12:53:00 AM,5342,34 NARCOTICS,POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE) 218.1415 42215 35A,999,B,NO,7TH DIVISION,724,PARKING/ DROP LOT/ GARAGE,9200 BLOCK SMYRNA PKY,LOUISVILLE,40229,43132
LMPD24062579,5/31/2024 3:53:00 PM,4/1/2024 4:00:00 AM,8585,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,2ND DIVISION,236,RESIDENCE/HOME,3100 BLOCK HARTLAGE CT,LOUISVILLE,40216,43133
LMPD24062307,5/30/2024 9:49:00 PM,5/30/2024 9:45:00 PM,5315,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,YES,6TH DIVISION,625,RESIDENCE/HOME,1800 BLOCK INTEGRITY WAY,LOUISVILLE,40220,43134
LMPD24062386,5/31/2024 2:45:00 AM,5/31/2024 2:45:00 AM,7361,46 WPNS LAW VIOLATION,CARRYING A CONCEALED DEADLY WEAPON 527.020 01501 520,520,A,YES,1ST DIVISION,134,PARK/ PLAYGROUND,WF - SILVER LOT,LOUISVILLE,40202,43135
LMPD24062692,5/31/2024 8:09:00 PM,5/31/2024 4:00:00 PM,8454,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,YES,6TH DIVISION,624,PARKING/ DROP LOT/ GARAGE,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,43136
LMPD24062811,6/1/2024 12:37:00 AM,6/1/2024 12:39:00 AM,5533,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,YES,8TH DIVISION,823,RESIDENCE/HOME,16700 BLOCK SUMMIT VISTA WAY,LOUISVILLE,40245,43137
LMPD24062309,5/30/2024 9:36:00 PM,5/30/2024 9:36:00 PM,6456,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (MINOR INJURY) 508.030 00796 13B,13B,A,YES,8TH DIVISION,815,OTHER RESIDENCE (APARTMENT/CONDO),7400 BLOCK STEEPLECREST CIR,LOUISVILLE,40222,43138
LMPD24062394,5/31/2024 2:43:00 AM,5/31/2024 2:43:00 AM,5385,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,NO,6TH DIVISION,624,RESIDENCE/HOME,6000 BLOCK HICKORY TREE RD,LOUISVILLE,40291,43139
LMPD24063088,5/31/2024 8:00:00 PM,6/1/2024 5:50:00 PM,2346,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE 514.110(3)(c) 28014 280",280,A,YES,8TH DIVISION,824,RESIDENCE/HOME,1300 BLOCK FOREST PARK RD,LOUISVILLE,40223,43140
LMPD24062811,6/1/2024 12:37:00 AM,6/1/2024 12:39:00 AM,5533,46 WPNS LAW VIOLATION,POSS HANDGUN BY MINOR 1ST OFFENSE 527.100 52206 520,520,A,YES,8TH DIVISION,823,RESIDENCE/HOME,16700 BLOCK SUMMIT VISTA WAY,LOUISVILLE,40245,43141
LMPD24062584,5/31/2024 3:42:00 PM,5/31/2024 3:42:00 PM,7403,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,5TH DIVISION,521,RESIDENCE/HOME,2800 BLOCK COLEEN CT,LOUISVILLE,40206,43142
LMPD24062513,5/30/2024 9:30:00 PM,5/30/2024 9:30:00 PM,5408,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,4TH DIVISION,423,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,800 BLOCK DENMARK ST,LOUISVILLE,40215,43143
LMPD24062407,5/31/2024 2:37:00 AM,5/31/2024 2:37:00 AM,5594,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,331,RESIDENCE/HOME,6400 BLOCK HACKEL DR,LOUISVILLE,40258,43144
LMPD24063815,5/31/2024 8:00:00 PM,5/31/2024 8:00:00 PM,7872,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,4TH DIVISION,424,PARKING/ DROP LOT/ GARAGE,2800 BLOCK S FLOYD ST,LOUISVILLE,40209,43145
LMPD24062799,6/1/2024 12:31:00 AM,6/1/2024 12:31:00 AM,5302,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,424,RESTAURANT,3300 BLOCK TAYLOR BLVD,LOUISVILLE,40215,43146
LMPD24062574,5/31/2024 3:31:00 PM,5/30/2024 10:30:00 PM,8611,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,7TH DIVISION,723,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,5900 BLOCK BLUESTONE RD,LOUISVILLE,40219,43147
LMPD24062287,5/30/2024 9:19:00 PM,4/28/2024 4:00:00 PM,8454,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,6TH DIVISION,611,RESIDENCE/HOME,3500 BLOCK GRANTSWOOD CT,LOUISVILLE,40213,43148
LMPD24062395,5/31/2024 2:30:00 AM,5/31/2024 2:30:00 AM,5458,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO),2200 BLOCK DEER PATH CIR,HURSTBOURNE ACRES,40220,43149
LMPD24062685,5/31/2024 7:57:00 PM,5/31/2024 7:20:00 PM,8620,18 SHOPLIFTING,"TBUT OR DISP SHOPLIFTING $500 < $1,000 514.030 24231 23C",23C,A,YES,8TH DIVISION,812,SPECIALTY STORE,9200 BLOCK WESTPORT RD,LOUISVILLE,40242,43150
LMPD24062571,5/31/2024 3:25:00 PM,5/24/2024 3:25:00 PM,5129,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,1ST DIVISION,134,OTHER/UNKNOWN,I64E AT I71,LOUISVILLE,40206,43151
LMPD24062290,5/30/2024 9:16:00 PM,5/26/2024 2:00:00 AM,8544,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,2ND DIVISION,212,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,S 36TH ST & VIRGINIA AVE,LOUISVILLE,40211,43152
LMPD24062373,5/31/2024 2:17:00 AM,5/31/2024 2:00:00 AM,8578,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,735,CONVENIENCE STORE,6300 BLOCK E MANSLICK RD,LOUISVILLE,40228,43153
LMPD24062683,5/31/2024 7:52:00 PM,5/31/2024 7:52:00 PM,8624,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,7TH DIVISION,735,SHOPPING MALL,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,43154
LMPD24901518,5/31/2024 3:22:00 PM,5/31/2024 3:22:00 PM,8185,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,724,SPECIALTY STORE,4900 BLOCK COOPER CHAPEL RD,LOUISVILLE,40229,43155
LMPD24062786,6/1/2024 12:30:00 AM,6/1/2024 12:30:00 AM,5508,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,2ND DIVISION,225,OTHER RESIDENCE (APARTMENT/CONDO),1600 BLOCK BRASHEAR DR,LOUISVILLE,40210,43156
LMPD24062374,5/31/2024 2:02:00 AM,5/31/2024 2:02:00 AM,5423,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,4TH DIVISION,411,RESIDENCE/HOME,500 BLOCK W BRECKINRIDGE ST,LOUISVILLE,40203,43157
LMPD24062295,5/30/2024 9:05:00 PM,5/30/2024 9:05:00 PM,8402,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $500 < $1,000 514.030 24161 23D",23D,A,YES,7TH DIVISION,735,DEPARTMENT/DISCOUNT STORE,4800 BLOCK OUTER LOOP,LOUISVILLE,40219,43158
LMPD24901529,5/31/2024 7:50:00 PM,5/31/2024 7:50:00 PM,8185,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,YES,1ST DIVISION,135,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,300 BLOCK E JEFFERSON ST,LOUISVILLE,40202,43159
LMPD24062580,5/31/2024 3:20:00 PM,5/31/2024 3:20:00 PM,5437,34 NARCOTICS,POSS CONT SUB-1ST DEGREE-1ST OFFENSE-COCAINE 218A.1415 42203 35A,35A,A,YES,2ND DIVISION,211,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,600 BLOCK S 35TH ST,LOUISVILLE,40211,43160
LMPD24062821,6/1/2024 12:26:00 AM,6/1/2024 12:26:00 AM,5519,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,YES,2ND DIVISION,223,RESIDENCE/HOME,2100 BLOCK W OAK ST,LOUISVILLE,40210,43161
LMPD24901593,5/31/2024 2:00:00 AM,5/31/2024 2:00:00 AM,8185,22 THEFT MV PARTS,TBUT PARTS FROM VEHICLE 514.030 24240 23G,23G,A,YES,5TH DIVISION,521,RESIDENCE/HOME,300 BLOCK IDLEWYLDE DR,LOUISVILLE,40206,43162
LMPD24062281,5/30/2024 9:04:00 PM,4/28/2024 4:00:00 PM,8454,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,6TH DIVISION,611,GOVERNMENT/ PUBLIC BUILDING,2300 BLOCK S PRESTON ST,LOUISVILLE,40217,43163
LMPD24062866,5/31/2024 7:31:00 PM,5/31/2024 7:31:00 PM,5342,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,7TH DIVISION,724,RESIDENCE/HOME,11400 BLOCK FENIMORE RIDGE DR,LOUISVILLE,40229,43164
LMPD24062580,5/31/2024 3:20:00 PM,5/31/2024 3:20:00 PM,5437,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,2ND DIVISION,211,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,600 BLOCK S 35TH ST,LOUISVILLE,40211,43165
LMPD24062821,6/1/2024 12:26:00 AM,6/1/2024 12:26:00 AM,5519,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,YES,2ND DIVISION,223,RESIDENCE/HOME,2100 BLOCK W OAK ST,LOUISVILLE,40210,43166
LMPD24062554,5/31/2024 2:00:00 AM,5/31/2024 2:00:00 AM,8402,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,4TH DIVISION,436,PARKING/ DROP LOT/ GARAGE,4800 BLOCK S 1ST ST,LOUISVILLE,40214,43167
LMPD24062289,5/30/2024 9:02:00 PM,5/30/2024 9:03:00 PM,5047,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $500 < $1,000 514.070(4)(a) 23492 26A",26A,A,YES,7TH DIVISION,736,RESIDENCE/HOME,8300 BLOCK PRESTON HWY,LOUISVILLE,40219,43168
LMPD24062684,5/31/2024 7:30:00 PM,5/31/2024 7:30:00 PM,5322,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,6TH DIVISION,625,PARKING/ DROP LOT/ GARAGE,2100 BLOCK REYNOLDS LN,LOUISVILLE,40218,43169
LMPD24062795,6/1/2024 12:25:00 AM,6/1/2024 12:25:00 AM,5401,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,423,RESIDENCE/HOME,3600 BLOCK PARTHENIA AVE,LOUISVILLE,40215,43170
LMPD24062372,5/31/2024 1:45:00 AM,5/31/2024 1:45:00 AM,2847,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,YES,8TH DIVISION,823,OTHER RESIDENCE (APARTMENT/CONDO),2800 BLOCK DANZIG PL,LOUISVILLE,40245,43171
LMPD24075717,5/30/2024 9:00:00 PM,5/30/2024 9:00:00 PM,8617,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,1ST DIVISION,112,RESIDENCE/HOME,1600 BLOCK W MADISON ST,LOUISVILLE,40203,43172
LMPD24063521,5/31/2024 7:30:00 PM,5/31/2024 7:30:00 PM,5588,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,YES,4TH DIVISION,412,RESIDENCE/HOME,1400 BLOCK S HANCOCK ST,LOUISVILLE,40217,43173
LMPD24062801,6/1/2024 12:22:00 AM,6/1/2024 12:22:00 AM,5409,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,4TH DIVISION,411,RESIDENCE/HOME,700 BLOCK W ST CATHERINE ST,LOUISVILLE,40203,43174
LMPD24062370,5/31/2024 1:37:00 AM,5/31/2024 1:37:00 AM,5452,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,6TH DIVISION,613,PARK/ PLAYGROUND,4800 BLOCK EXETER AVE,LOUISVILLE,40218,43175
LMPD24062599,5/31/2024 3:11:00 PM,5/31/2024 3:12:00 PM,5610,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $10,000 OR MORE 514.110(3)(c) 28014 280",280,A,YES,1ST DIVISION,112,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,S 24TH ST & W MUHAMMAD ALI BLVD,LOUISVILLE,40211,43176
LMPD24063210,5/30/2024 9:00:00 PM,5/30/2024 9:00:00 PM,5351,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162 23D",23D,A,YES,1ST DIVISION,123,HOTEL/ MOTEL/ ETC.,500 BLOCK S 4TH ST,LOUISVILLE,40202,43177
LMPD24062660,5/31/2024 7:23:00 PM,5/28/2024 4:00:00 AM,8454,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,2ND DIVISION,223,RESIDENCE/HOME,1800 BLOCK GRAND AVE,LOUISVILLE,40210,43178
LMPD24062813,6/1/2024 12:17:00 AM,6/1/2024 12:17:00 AM,5105,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE 508.020 13160 13A,13A,A,YES,4TH DIVISION,411,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,,LOUISVILLE,40203,43179
LMPD24062364,5/31/2024 1:37:00 AM,5/31/2024 1:37:00 AM,5462,55 TRESPASSING,CRIMINAL TRESPASSING-3RD DEGREE 511.080 02617 90J,90J,B,NO,2ND DIVISION,211,RESIDENCE/HOME,3400 BLOCK RIVER PARK DR,LOUISVILLE,40211,43180
LMPD24062599,5/31/2024 3:11:00 PM,5/31/2024 3:11:00 PM,5610,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,1ST DIVISION,112,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,S 24TH ST / W MUHAMMAD ALI BLVD,LOUISVILLE,40212,43181
